Lon,Lat
21.262485,37.857192
21.262485,37.857192
21.262492,37.857193
21.262487,37.857202
21.262522,37.857178
21.26253,37.857185
21.262508,37.857198
21.262458,37.85721
21.26247,37.85722
21.262518,37.857232
21.262582,37.857258
21.262777,37.85726
21.262887,37.857195
21.26303,37.857142
21.26326,37.857128
21.26352,37.857158
21.263633,37.857173
21.263678,37.857193
21.263673,37.857208
21.263592,37.85722
21.263608,37.857208
21.263623,37.857238
21.263575,37.857277
21.263565,37.857282
21.263588,37.85729
21.26358,37.857273
21.263568,37.857265
21.263608,37.857268
21.263728,37.857215
21.263717,37.857183
21.263682,37.857182
21.263593,37.857165
21.263578,37.857152
21.263568,37.857128
21.263613,37.857095
21.263412,37.857072
21.262603,37.856985
21.262308,37.85695
21.261858,37.856902
21.261458,37.856867
21.261257,37.856847
21.260823,37.856765
21.260453,37.856657
21.260278,37.856543
21.260033,37.8564
21.259798,37.85628
21.259572,37.856167
21.25939,37.856028
21.259175,37.855925
21.258678,37.855778
21.258145,37.85564
21.258008,37.855572
21.257935,37.855523
21.257753,37.855495
21.257723,37.855392
21.257655,37.855377
21.257617,37.855322
21.257668,37.855248
21.257625,37.8553
21.25765,37.855375
21.257755,37.855395
21.25777,37.855428
21.257818,37.855438
21.257457,37.855363
21.25738,37.855338
21.257322,37.855308
21.257193,37.85524
21.257055,37.855153
21.25702,37.855128
21.256407,37.854815
21.256187,37.854702
21.256113,37.854642
21.256055,37.854578
21.255978,37.85447
21.255905,37.854458
21.255883,37.854477
21.255708,37.854438
21.255568,37.854458
21.255527,37.85446
21.255473,37.854458
21.255608,37.854453
21.255725,37.854437
21.255757,37.854363
21.255777,37.854342
21.255782,37.854312
21.255255,37.854388
21.25498,37.85439
21.25464,37.854418
21.254517,37.85451
21.254387,37.854595
21.254152,37.854653
21.253972,37.854697
21.253278,37.854902
21.252113,37.8552
21.251642,37.855258
21.251037,37.855317
21.250377,37.855413
21.249797,37.855488
21.248587,37.855658
21.248383,37.855688
21.248052,37.855733
21.247843,37.855758
21.247622,37.85578
21.246222,37.855953
21.245398,37.856182
21.244618,37.856353
21.243472,37.856392
21.24228,37.856367
21.241395,37.856342
21.240978,37.856337
21.239665,37.856278
21.238923,37.856335
21.238583,37.856465
21.237578,37.857037
21.23713,37.857263
21.236702,37.85743
21.236123,37.857617
21.235742,37.857668
21.234568,37.857823
21.233227,37.858012
21.232253,37.858067
21.2312,37.858035
21.22992,37.858005
21.229387,37.857975
21.229122,37.857935
21.228618,37.857902
21.228062,37.857793
21.227655,37.857785
21.22734,37.857872
21.226975,37.858158
21.226645,37.858665
21.226272,37.859122
21.226032,37.859317
21.225423,37.859508
21.225085,37.859583
21.224767,37.859687
21.22449,37.85979
21.22414,37.85993
21.223758,37.860077
21.222645,37.860615
21.222382,37.86079
21.22203,37.861095
21.220877,37.861793
21.220557,37.861973
21.220075,37.862217
21.219598,37.862483
21.219283,37.86266
21.21871,37.862943
21.217723,37.86347
21.216543,37.863957
21.216125,37.864047
21.215962,37.864093
21.215143,37.863947
21.214833,37.863883
21.213682,37.863673
21.21317,37.863577
21.212763,37.863492
21.21218,37.863365
21.211992,37.86332
21.211913,37.863282
21.21187,37.86326
21.211783,37.863267
21.211208,37.863252
21.210808,37.863228
21.210207,37.863235
21.209858,37.863212
21.209772,37.863198
21.20944,37.86319
21.208907,37.863168
21.208607,37.863168
21.208252,37.863152
21.20817,37.86315
21.208017,37.863127
21.2077,37.863138
21.207492,37.86311
21.207518,37.863118
21.207522,37.86315
21.20752,37.863158
21.20747,37.86316
21.206972,37.863167
21.206605,37.86318
21.206317,37.86313
21.20585,37.86295
21.205367,37.86289
21.204035,37.862772
21.203648,37.862743
21.203248,37.862813
21.202885,37.862905
21.20164,37.862993
21.201315,37.863047
21.200645,37.86315
21.200393,37.86319
21.200143,37.86323
21.199537,37.863242
21.198847,37.863307
21.198252,37.86338
21.197865,37.863412
21.196538,37.863597
21.195848,37.863793
21.195305,37.864008
21.1941,37.86449
