Lon,Lat
21.19307,37.86497
21.192095,37.86552
21.191012,37.866128
21.190183,37.866392
21.18932,37.866498
21.188918,37.86656
21.188353,37.866792
21.187533,37.867125
21.186625,37.867328
21.185315,37.867575
21.184217,37.867858
21.183865,37.867905
21.183218,37.867852
21.181953,37.86768
21.181513,37.86768
21.18034,37.867838
21.179143,37.867912
21.177977,37.867948
21.17766,37.868002
21.177175,37.86818
21.176768,37.868397
21.17634,37.868483
21.176177,37.868492
21.175852,37.868467
21.175683,37.868433
21.175525,37.868372
21.175175,37.868022
21.17507,37.867872
21.17471,37.867665
21.174312,37.86746
21.173707,37.866937
21.173405,37.866753
21.173268,37.866692
21.173115,37.86666
21.171902,37.866838
21.171493,37.866875
21.171095,37.86683
21.170775,37.866672
21.170518,37.866447
21.16945,37.865812
21.16945,37.865812
21.168893,37.865562
21.16795,37.865355
21.16695,37.865172
21.166472,37.865173
21.165797,37.865197
21.165568,37.865197
21.164338,37.865237
21.164087,37.865253
21.163303,37.865315
21.162397,37.865327
21.161963,37.865245
21.160833,37.864892
21.159612,37.864518
21.158758,37.864275
21.15815,37.864202
21.156613,37.86425
21.1561,37.864315
21.155545,37.864662
21.155352,37.864873
21.155162,37.86506
21.155082,37.865105
21.154993,37.86512
21.154897,37.865112
21.154733,37.864993
21.154528,37.864725
21.154478,37.864495
21.154485,37.86421
21.154417,37.863795
21.154468,37.863525
21.154422,37.863248
21.154267,37.862433
21.154247,37.862303
21.154128,37.86207
21.153313,37.861438
21.153003,37.861203
21.15288,37.861108
21.152703,37.860945
21.15259,37.86081
21.152962,37.860143
21.153173,37.859812
21.153445,37.859022
21.15367,37.858588
21.153948,37.85817
21.154817,37.857657
21.155218,37.857522
21.15538,37.85745
21.155473,37.857353
21.155332,37.85681
21.155227,37.856527
21.155137,37.855762
21.155122,37.854587
21.155173,37.854233
21.154937,37.853562
21.154213,37.85256
21.153685,37.851727
21.153337,37.850798
21.153202,37.85034
21.153035,37.850007
21.152772,37.849705
21.151748,37.849168
21.150295,37.848522
21.149073,37.848018
21.148058,37.847522
21.147363,37.846993
21.146677,37.846165
21.146022,37.845332
21.145423,37.844527
21.145052,37.84407
21.14471,37.84345
21.144627,37.8433
21.144532,37.843008
21.144552,37.842813
21.144455,37.842405
21.144285,37.841808
21.144163,37.841542
21.144163,37.841542
21.14398,37.840748
21.14398,37.840748
21.143865,37.840218
21.143865,37.840218
21.143642,37.839317
21.143642,37.839317
21.143462,37.838392
21.14338,37.837833
