Lon,Lat
25.345318,37.470715
25.345287,37.470763
25.34527,37.470813
25.345277,37.470857
25.345328,37.470955
25.345355,37.471
25.345348,37.471037
25.34517,37.471202
25.34511,37.471248
25.344928,37.47132
25.344882,37.47136
25.344885,37.47146
25.34487,37.4715
25.344867,37.471545
25.344873,37.471587
25.344805,37.471778
25.34466,37.472192
25.344632,37.472275
25.34463,37.472408
25.344622,37.472452
25.344387,37.472555
25.34434,37.472573
25.344302,37.472597
25.34427,37.47263
25.344205,37.472803
25.34416,37.472915
25.344127,37.472945
25.34394,37.473033
25.343543,37.47316
25.343352,37.473203
25.343188,37.473308
25.343125,37.473367
25.343102,37.473397
25.343127,37.473452
25.34318,37.473538
25.343197,37.473587
25.343202,37.473638
25.343072,37.473888
25.34296,37.474167
25.342945,37.474243
25.342992,37.474315
25.343035,37.474328
25.343382,37.474357
25.34351,37.474367
25.343632,37.474403
25.343662,37.474407
25.343695,37.4744
25.343717,37.47439
25.343753,37.474335
25.343792,37.474258
25.343808,37.474242
25.343833,37.47423
25.343863,37.474232
25.343923,37.474248
25.343963,37.474273
25.344042,37.47431
25.344062,37.474313
25.34409,37.47431
25.344115,37.474302
25.344135,37.474292
25.344167,37.474252
25.344213,37.474113
25.344245,37.473863
25.344265,37.473845
