Lon,Lat
22.81116,37.56783
22.81116,37.56783
22.811132,37.567852
22.811142,37.567875
22.811248,37.567925
22.811285,37.567955
22.811313,37.567992
22.81133,37.568027
22.811327,37.568068
22.811313,37.568112
22.811125,37.568318
22.81107,37.568358
22.811025,37.568398
22.811008,37.56844
22.811038,37.568518
22.811172,37.568612
22.81192,37.569048
22.812538,37.56945
22.812913,37.569697
22.813112,37.569828
22.814078,37.570287
22.814988,37.57067
22.816062,37.571093
22.817242,37.571495
22.818395,37.571877
22.819368,37.571868
22.8206,37.571927
22.821858,37.571985
22.823157,37.57207
22.824295,37.572145
22.825478,37.572223
22.826673,37.572318
22.827957,37.572497
22.828428,37.572552
22.829605,37.572682
22.830787,37.572845
22.832043,37.573015
22.833198,37.573177
22.83436,37.573355
22.835465,37.573605
22.836603,37.573855
22.837728,37.574137
22.838748,37.57428
22.83988,37.574433
22.841027,37.574597
22.84122,37.574652
22.841597,37.574923
22.841672,37.574968
22.841748,37.575002
22.841822,37.575013
22.841895,37.575008
22.841975,37.574987
22.842037,37.57496
22.842145,37.574865
22.842183,37.574807
22.842205,37.574745
22.842205,37.57468
22.84217,37.574547
22.842138,37.57444
22.842137,37.574392
22.842177,37.574248
22.842245,37.574142
22.842348,37.574068
22.842608,37.573923
22.842862,37.573757
22.84372,37.57313
22.844532,37.572375
22.845463,37.57163
22.846378,37.570892
22.847248,37.570118
22.848048,37.569453
22.848815,37.568722
22.849032,37.568483
22.849723,37.56761
22.850377,37.566865
22.851113,37.566027
22.851825,37.565178
22.85252,37.56438
22.853207,37.563583
22.853847,37.56284
22.85448,37.562085
22.855165,37.561287
22.855868,37.560528
22.85654,37.559657
22.857198,37.558872
22.857903,37.558142
22.858635,37.557428
22.859375,37.556618
22.860085,37.555863
22.860815,37.555088
22.861553,37.554385
22.862047,37.553593
22.862478,37.55276
22.862848,37.551803
22.86294,37.551463
22.862908,37.55075
22.862793,37.549977
22.862878,37.549065
22.862957,37.54807
22.863223,37.547087
22.863497,37.546207
22.863597,37.545562
22.86361,37.545117
22.863613,37.545063
22.863682,37.544977
22.863785,37.544902
22.863923,37.544857
22.864087,37.544812
22.864225,37.54473
22.86461,37.544362
22.86477,37.544215
22.865635,37.543555
22.866098,37.54325
22.86657,37.542752
22.86672,37.542573
22.8673,37.541937
22.867987,37.541158
22.868602,37.540293
22.869233,37.539543
22.869565,37.539245
22.869688,37.539152
22.869728,37.539103
22.869748,37.539058
22.869745,37.539008
22.869722,37.538962
22.869622,37.538873
22.869593,37.538855
22.869578,37.538827
22.869575,37.538795
22.86959,37.538713
22.869637,37.538548
22.869698,37.538227
22.869663,37.537765
22.869543,37.537403
22.869038,37.536595
22.868455,37.535757
22.867833,37.534952
22.86714,37.534173
22.866928,37.533727
22.866815,37.533452
22.866668,37.533207
22.866453,37.533018
22.866022,37.53278
22.865868,37.532682
22.865607,37.532455
22.86542,37.531777
22.865352,37.530852
22.86534,37.530513
22.86533,37.53024
22.865323,37.530107
22.86532,37.529957
22.86531,37.529912
22.865293,37.529878
22.865235,37.529853
22.865113,37.529833
22.864923,37.529805
22.864827,37.529778
22.864673,37.529637
22.864578,37.529402
22.864583,37.52886
22.86468,37.52787
22.864702,37.527747
22.864675,37.527538
22.864517,37.527355
22.864298,37.527227
22.86372,37.527077
22.862575,37.526688
22.861437,37.52629
22.86101,37.526052
22.860125,37.52541
22.859248,37.524797
22.858223,37.524157
22.857515,37.52384
22.85729,37.523745
22.857148,37.523625
22.857112,37.523578
22.857092,37.523537
22.857118,37.523428
22.857125,37.523355
22.85713,37.523283
22.857212,37.52318
22.857303,37.523018
22.857332,37.522922
22.857338,37.522833
22.85733,37.522812
22.857308,37.522758
22.857137,37.522675
22.85709,37.522655
